Division,Place,Season,Crop,Variety
Udupi,Perdoor,Summer,Paddy,Early-summer
Udupi,Hiriyadka,Summer,Paddy,Early-summer
Udupi,Hanjady,Summer,Paddy,Early-summer
Udupi,Badagabettu,Summer,Paddy,Early-summer
Udupi,Alevor,Summer,Paddy,Early-summer
Udupi,Mooduthonse,Summer,Paddy,Early-summer
Udupi,Udyavara,Summer,Paddy,Early-summer
Udupi,Yenagudde,Summer,Paddy,Early-summer
Udupi,Puttur,Summer,Paddy,Early-summer
Udupi,Kudi,Summer,Paddy,Early-summer
Udupi,Kurkalu,Summer,Paddy,Early-summer
Udupi,Yerlapady,Summer,Paddy,Early-summer
Udupi,Ninjoor,Summer,Paddy,Early-summer
Udupi,Mallar,Summer,Paddy,Early-summer
Udupi,Padubidri,Summer,Paddy,Early-summer
Udupi,Hejamadi,Summer,Paddy,Early-summer
Udupi,Bada,Summer,Paddy,Early-summer
Udupi,Tenka Hanjady,Summer,Paddy,Early-summer
Udupi,Shiriyara,Summer,Paddy,Early-summer
Udupi,Kidiyur,Summer,Paddy,Early-summer
Udupi,Kallianpur,Summer,Paddy,Early-summer
Udupi,Herga,Summer,Paddy,Early-summer
Udupi,Udupi,Summer,Paddy,Late-summer
Udupi,Manipal,Summer,Paddy,Late-summer
Udupi,Korangrapady,Summer,Paddy,Late-summer
Udupi,Tonse East,Summer,Paddy,Late-summer
Udupi,Tenkanidyoor,Summer,Paddy,Late-summer
Udupi,Varamballi,Summer,Paddy,Late-summer
Udupi,Saligrama,Summer,Paddy,Late-summer
Udupi,Moodubelle,Summer,Paddy,Late-summer
Udupi,Shirva,Summer,Paddy,Late-summer
Udupi,Cherkady,Summer,Paddy,Late-summer
Udupi,Perdoor,Summer,Paddy,Late-summer
Udupi,Hiriyadka,Summer,Paddy,Late-summer
Udupi,Hanjady,Summer,Paddy,Late-summer
Udupi,Badagabettu,Summer,Paddy,Late-summer
Udupi,Alevor,Summer,Paddy,Late-summer
Udupi,Mooduthonse,Summer,Paddy,Late-summer
Udupi,Udyavara,Summer,Paddy,Late-summer
Udupi,Yenagudde,Summer,Paddy,Late-summer
Udupi,Puttur,Summer,Paddy,Late-summer
Udupi,Kudi,Summer,Paddy,Late-summer
Udupi,Kurkalu,Summer,Paddy,Late-summer
Udupi,Yerlapady,Summer,Paddy,Late-summer
Udupi,Ninjoor,Summer,Paddy,Late-summer
Udupi,Mallar,Summer,Paddy,Late-summer
Udupi,Padubidri,Summer,Paddy,Late-summer
Udupi,Hejamadi,Summer,Paddy,Late-summer
Udupi,Bada,Summer,Paddy,Late-summer
Udupi,Tenka Hanjady,Summer,Paddy,Late-summer
Udupi,Shiriyara,Summer,Paddy,Late-summer
Udupi,Kidiyur,Summer,Paddy,Late-summer
Udupi,Kallianpur,Summer,Paddy,Late-summer
Udupi,Herga,Summer,Paddy,Late-summer
Udupi,Udupi,Summer,Paddy,Shakti
Udupi,Manipal,Summer,Paddy,Shakti
Udupi,Korangrapady,Summer,Paddy,Shakti
Udupi,Tonse East,Summer,Paddy,Shakti
Udupi,Tenkanidyoor,Summer,Paddy,Shakti
Udupi,Varamballi,Summer,Paddy,Shakti
Udupi,Saligrama,Summer,Paddy,Shakti
Udupi,Moodubelle,Summer,Paddy,Shakti
Udupi,Shirva,Summer,Paddy,Shakti
Udupi,Cherkady,Summer,Paddy,Shakti
Udupi,Perdoor,Summer,Paddy,Shakti
Udupi,Hiriyadka,Summer,Paddy,Shakti
Udupi,Hanjady,Summer,Paddy,Shakti
Udupi,Badagabettu,Summer,Paddy,Shakti
Udupi,Alevor,Summer,Paddy,Shakti
Udupi,Mooduthonse,Summer,Paddy,Shakti
Udupi,Udyavara,Summer,Paddy,Shakti
Udupi,Yenagudde,Summer,Paddy,Shakti
Udupi,Puttur,Summer,Paddy,Shakti
Udupi,Kudi,Summer,Paddy,Shakti
Udupi,Kurkalu,Summer,Paddy,Shakti
Udupi,Yerlapady,Summer,Paddy,Shakti
Udupi,Ninjoor,Summer,Paddy,Shakti
Udupi,Mallar,Summer,Paddy,Shakti
Udupi,Padubidri,Summer,Paddy,Shakti
Udupi,Hejamadi,Summer,Paddy,Shakti
Udupi,Bada,Summer,Paddy,Shakti
Udupi,Tenka Hanjady,Summer,Paddy,Shakti
Udupi,Shiriyara,Summer,Paddy,Shakti
Udupi,Kidiyur,Summer,Paddy,Shakti
Udupi,Kallianpur,Summer,Paddy,Shakti
Udupi,Herga,Summer,Paddy,Shakti
Udupi,Udupi,Summer,Paddy,CTH-1 (Mukti)
Udupi,Manipal,Summer,Paddy,CTH-1 (Mukti)
Udupi,Korangrapady,Summer,Paddy,CTH-1 (Mukti)
Udupi,Tonse East,Summer,Paddy,CTH-1 (Mukti)
Udupi,Tenkanidyoor,Summer,Paddy,CTH-1 (Mukti)
Udupi,Varamballi,Summer,Paddy,CTH-1 (Mukti)
Udupi,Saligrama,Summer,Paddy,CTH-1 (Mukti)
Udupi,Moodubelle,Summer,Paddy,CTH-1 (Mukti)
Udupi,Shirva,Summer,Paddy,CTH-1 (Mukti)
Udupi,Cherkady,Summer,Paddy,CTH-1 (Mukti)
Udupi,Perdoor,Summer,Paddy,CTH-1 (Mukti)
Udupi,Hiriyadka,Summer,Paddy,CTH-1 (Mukti)
Udupi,Hanjady,Summer,Paddy,CTH-1 (Mukti)
Udupi,Badagabettu,Summer,Paddy,CTH-1 (Mukti)
Udupi,Alevor,Summer,Paddy,CTH-1 (Mukti)
Udupi,Mooduthonse,Summer,Paddy,CTH-1 (Mukti)
Udupi,Udyavara,Summer,Paddy,CTH-1 (Mukti)
Udupi,Yenagudde,Summer,Paddy,CTH-1 (Mukti)
Udupi,Puttur,Summer,Paddy,CTH-1 (Mukti)
Udupi,Kudi,Summer,Paddy,CTH-1 (Mukti)
Udupi,Kurkalu,Summer,Paddy,CTH-1 (Mukti)
Udupi,Yerlapady,Summer,Paddy,CTH-1 (Mukti)
Udupi,Ninjoor,Summer,Paddy,CTH-1 (Mukti)
Udupi,Mallar,Summer,Paddy,CTH-1 (Mukti)
Udupi,Padubidri,Summer,Paddy,CTH-1 (Mukti)
Udupi,Hejamadi,Summer,Paddy,CTH-1 (Mukti)
Udupi,Bada,Summer,Paddy,CTH-1 (Mukti)
Udupi,Tenka Hanjady,Summer,Paddy,CTH-1 (Mukti)
Udupi,Shiriyara,Summer,Paddy,CTH-1 (Mukti)
Udupi,Kidiyur,Summer,Paddy,CTH-1 (Mukti)
Udupi,Kallianpur,Summer,Paddy,CTH-1 (Mukti)
Udupi,Herga,Summer,Paddy,CTH-1 (Mukti)
Udupi,Udupi,Summer,Paddy,Lata
Udupi,Manipal,Summer,Paddy,Lata
Udupi,Korangrapady,Summer,Paddy,Lata
Udupi,Tonse East,Summer,Paddy,Lata
Udupi,Tenkanidyoor,Summer,Paddy,Lata
Udupi,Varamballi,Summer,Paddy,Lata
Udupi,Saligrama,Summer,Paddy,Lata
Udupi,Moodubelle,Summer,Paddy,Lata
Udupi,Shirva,Summer,Paddy,Lata
Udupi,Cherkady,Summer,Paddy,Lata
Udupi,Perdoor,Summer,Paddy,Lata
Udupi,Hiriyadka,Summer,Paddy,Lata
Udupi,Hanjady,Summer,Paddy,Lata
Udupi,Badagabettu,Summer,Paddy,Lata
Udupi,Alevor,Summer,Paddy,Lata
Udupi,Mooduthonse,Summer,Paddy,Lata
Udupi,Udyavara,Summer,Paddy,Lata
Udupi,Yenagudde,Summer,Paddy,Lata
Udupi,Puttur,Summer,Paddy,Lata
Udupi,Kudi,Summer,Paddy,Lata
Udupi,Kurkalu,Summer,Paddy,Lata
Udupi,Yerlapady,Summer,Paddy,Lata
Udupi,Ninjoor,Summer,Paddy,Lata
Udupi,Mallar,Summer,Paddy,Lata
Udupi,Padubidri,Summer,Paddy,Lata
Udupi,Hejamadi,Summer,Paddy,Lata
Udupi,Bada,Summer,Paddy,Lata
Udupi,Tenka Hanjady,Summer,Paddy,Lata
Udupi,Shiriyara,Summer,Paddy,Lata
Udupi,Kidiyur,Summer,Paddy,Lata
Udupi,Kallianpur,Summer,Paddy,Lata
Udupi,Herga,Summer,Paddy,Lata
Udupi,Udupi,Summer,Groundnut,TMV-2
Udupi,Manipal,Summer,Groundnut,TMV-2
Udupi,Korangrapady,Summer,Groundnut,TMV-2
Udupi,Tonse East,Summer,Groundnut,TMV-2
Udupi,Tenkanidyoor,Summer,Groundnut,TMV-2
Udupi,Varamballi,Summer,Groundnut,TMV-2
Udupi,Saligrama,Summer,Groundnut,TMV-2
Udupi,Moodubelle,Summer,Groundnut,TMV-2
Udupi,Shirva,Summer,Groundnut,TMV-2
Udupi,Cherkady,Summer,Groundnut,TMV-2
Udupi,Perdoor,Summer,Groundnut,TMV-2
Udupi,Hiriyadka,Summer,Groundnut,TMV-2
Udupi,Hanjady,Summer,Groundnut,TMV-2
Udupi,Badagabettu,Summer,Groundnut,TMV-2
Udupi,Alevor,Summer,Groundnut,TMV-2
Udupi,Mooduthonse,Summer,Groundnut,TMV-2
Udupi,Udyavara,Summer,Groundnut,TMV-2
Udupi,Yenagudde,Summer,Groundnut,TMV-2
Udupi,Puttur,Summer,Groundnut,TMV-2
Udupi,Kudi,Summer,Groundnut,TMV-2
Udupi,Kurkalu,Summer,Groundnut,TMV-2
Udupi,Yerlapady,Summer,Groundnut,TMV-2
Udupi,Ninjoor,Summer,Groundnut,TMV-2
Udupi,Mallar,Summer,Groundnut,TMV-2
Udupi,Padubidri,Summer,Groundnut,TMV-2
Udupi,Hejamadi,Summer,Groundnut,TMV-2
Udupi,Bada,Summer,Groundnut,TMV-2
Udupi,Tenka Hanjady,Summer,Groundnut,TMV-2
Udupi,Shiriyara,Summer,Groundnut,TMV-2
Udupi,Kidiyur,Summer,Groundnut,TMV-2
Udupi,Kallianpur,Summer,Groundnut,TMV-2
Udupi,Herga,Summer,Groundnut,TMV-2
Udupi,Udupi,Summer,Groundnut,DH 3-30
Udupi,Manipal,Summer,Groundnut,DH 3-30
Udupi,Korangrapady,Summer,Groundnut,DH 3-30
Udupi,Tonse East,Summer,Groundnut,DH 3-30
Udupi,Tenkanidyoor,Summer,Groundnut,DH 3-30
Udupi,Varamballi,Summer,Groundnut,DH 3-30
Udupi,Saligrama,Summer,Groundnut,DH 3-30
Udupi,Moodubelle,Summer,Groundnut,DH 3-30
Udupi,Shirva,Summer,Groundnut,DH 3-30
Udupi,Cherkady,Summer,Groundnut,DH 3-30
Udupi,Perdoor,Summer,Groundnut,DH 3-30
Udupi,Hiriyadka,Summer,Groundnut,DH 3-30
Udupi,Hanjady,Summer,Groundnut,DH 3-30
Udupi,Badagabettu,Summer,Groundnut,DH 3-30
Udupi,Alevor,Summer,Groundnut,DH 3-30
Udupi,Mooduthonse,Summer,Groundnut,DH 3-30
Udupi,Udyavara,Summer,Groundnut,DH 3-30
Udupi,Yenagudde,Summer,Groundnut,DH 3-30
Udupi,Puttur,Summer,Groundnut,DH 3-30
Udupi,Kudi,Summer,Groundnut,DH 3-30
Udupi,Kurkalu,Summer,Groundnut,DH 3-30
Udupi,Yerlapady,Summer,Groundnut,DH 3-30
Udupi,Ninjoor,Summer,Groundnut,DH 3-30
Udupi,Mallar,Summer,Groundnut,DH 3-30
Udupi,Padubidri,Summer,Groundnut,DH 3-30
Udupi,Hejamadi,Summer,Groundnut,DH 3-30
Udupi,Bada,Summer,Groundnut,DH 3-30
Udupi,Tenka Hanjady,Summer,Groundnut,DH 3-30
Udupi,Shiriyara,Summer,Groundnut,DH 3-30
Udupi,Kidiyur,Summer,Groundnut,DH 3-30
Udupi,Kallianpur,Summer,Groundnut,DH 3-30
Udupi,Herga,Summer,Groundnut,DH 3-30
Udupi,Udupi,Summer,Vegetables,Brinjal (G-4)
Udupi,Manipal,Summer,Vegetables,Brinjal (G-4)
Udupi,Korangrapady,Summer,Vegetables,Brinjal (G-4)
Udupi,Tonse East,Summer,Vegetables,Brinjal (G-4)
Udupi,Tenkanidyoor,Summer,Vegetables,Brinjal (G-4)
Udupi,Varamballi,Summer,Vegetables,Brinjal (G-4)
Udupi,Saligrama,Summer,Vegetables,Brinjal (G-4)
Udupi,Moodubelle,Summer,Vegetables,Brinjal (G-4)
Udupi,Shirva,Summer,Vegetables,Brinjal (G-4)
Udupi,Cherkady,Summer,Vegetables,Brinjal (G-4)
Udupi,Perdoor,Summer,Vegetables,Brinjal (G-4)
Udupi,Hiriyadka,Summer,Vegetables,Brinjal (G-4)
Udupi,Hanjady,Summer,Vegetables,Brinjal (G-4)
Udupi,Badagabettu,Summer,Vegetables,Brinjal (G-4)
Udupi,Alevor,Summer,Vegetables,Brinjal (G-4)
Udupi,Mooduthonse,Summer,Vegetables,Brinjal (G-4)
Udupi,Udyavara,Summer,Vegetables,Brinjal (G-4)
Udupi,Yenagudde,Summer,Vegetables,Brinjal (G-4)
Udupi,Puttur,Summer,Vegetables,Brinjal (G-4)
Udupi,Kudi,Summer,Vegetables,Brinjal (G-4)
Udupi,Kurkalu,Summer,Vegetables,Brinjal (G-4)
Udupi,Yerlapady,Summer,Vegetables,Brinjal (G-4)
Udupi,Ninjoor,Summer,Vegetables,Brinjal (G-4)
Udupi,Mallar,Summer,Vegetables,Brinjal (G-4)
Udupi,Padubidri,Summer,Vegetables,Brinjal (G-4)
Udupi,Hejamadi,Summer,Vegetables,Brinjal (G-4)
Udupi,Bada,Summer,Vegetables,Brinjal (G-4)
Udupi,Tenka Hanjady,Summer,Vegetables,Brinjal (G-4)
Udupi,Shiriyara,Summer,Vegetables,Brinjal (G-4)
Udupi,Kidiyur,Summer,Vegetables,Brinjal (G-4)
Udupi,Kallianpur,Summer,Vegetables,Brinjal (G-4)
Udupi,Herga,Summer,Vegetables,Brinjal (G-4)
Udupi,Udupi,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Manipal,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Korangrapady,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Tonse East,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Tenkanidyoor,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Varamballi,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Saligrama,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Moodubelle,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Shirva,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Cherkady,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Perdoor,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Hiriyadka,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Hanjady,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Badagabettu,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Alevor,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Mooduthonse,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Udyavara,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Yenagudde,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Puttur,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Kudi,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Kurkalu,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Yerlapady,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Ninjoor,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Mallar,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Padubidri,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Hejamadi,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Bada,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Tenka Hanjady,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Shiriyara,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Kidiyur,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Kallianpur,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Herga,Summer,Vegetables,Chilli (Poosa Jwala)
Udupi,Udupi,Summer,Vegetables,Cucumber
Udupi,Manipal,Summer,Vegetables,Cucumber
Udupi,Korangrapady,Summer,Vegetables,Cucumber
Udupi,Tonse East,Summer,Vegetables,Cucumber
Udupi,Tenkanidyoor,Summer,Vegetables,Cucumber
Udupi,Varamballi,Summer,Vegetables,Cucumber
Udupi,Saligrama,Summer,Vegetables,Cucumber
Udupi,Moodubelle,Summer,Vegetables,Cucumber
Udupi,Shirva,Summer,Vegetables,Cucumber
Udupi,Cherkady,Summer,Vegetables,Cucumber
Udupi,Perdoor,Summer,Vegetables,Cucumber
Udupi,Hiriyadka,Summer,Vegetables,Cucumber
Udupi,Hanjady,Summer,Vegetables,Cucumber
Udupi,Badagabettu,Summer,Vegetables,Cucumber
Udupi,Alevor,Summer,Vegetables,Cucumber
Udupi,Mooduthonse,Summer,Vegetables,Cucumber
Udupi,Udyavara,Summer,Vegetables,Cucumber
Udupi,Yenagudde,Summer,Vegetables,Cucumber
Udupi,Puttur,Summer,Vegetables,Cucumber
Udupi,Kudi,Summer,Vegetables,Cucumber
Udupi,Kurkalu,Summer,Vegetables,Cucumber
Udupi,Yerlapady,Summer,Vegetables,Cucumber
Udupi,Ninjoor,Summer,Vegetables,Cucumber
Udupi,Mallar,Summer,Vegetables,Cucumber
Udupi,Padubidri,Summer,Vegetables,Cucumber
Udupi,Hejamadi,Summer,Vegetables,Cucumber
Udupi,Bada,Summer,Vegetables,Cucumber
Udupi,Tenka Hanjady,Summer,Vegetables,Cucumber
Udupi,Shiriyara,Summer,Vegetables,Cucumber
Udupi,Kidiyur,Summer,Vegetables,Cucumber
Udupi,Kallianpur,Summer,Vegetables,Cucumber
Udupi,Herga,Summer,Vegetables,Cucumber
Udupi,Udupi,Summer,Vegetables,Radish
Udupi,Manipal,Summer,Vegetables,Radish
Udupi,Korangrapady,Summer,Vegetables,Radish
Udupi,Tonse East,Summer,Vegetables,Radish
Udupi,Tenkanidyoor,Summer,Vegetables,Radish
Udupi,Varamballi,Summer,Vegetables,Radish
Udupi,Saligrama,Summer,Vegetables,Radish
Udupi,Moodubelle,Summer,Vegetables,Radish
Udupi,Shirva,Summer,Vegetables,Radish
Udupi,Cherkady,Summer,Vegetables,Radish
Udupi,Perdoor,Summer,Vegetables,Radish
Udupi,Hiriyadka,Summer,Vegetables,Radish
Udupi,Hanjady,Summer,Vegetables,Radish
Udupi,Badagabettu,Summer,Vegetables,Radish
Udupi,Alevor,Summer,Vegetables,Radish
Udupi,Mooduthonse,Summer,Vegetables,Radish
Udupi,Udyavara,Summer,Vegetables,Radish
Udupi,Yenagudde,Summer,Vegetables,Radish
Udupi,Puttur,Summer,Vegetables,Radish
Udupi,Kudi,Summer,Vegetables,Radish
Udupi,Kurkalu,Summer,Vegetables,Radish
Udupi,Yerlapady,Summer,Vegetables,Radish
Udupi,Ninjoor,Summer,Vegetables,Radish
Udupi,Mallar,Summer,Vegetables,Radish
Udupi,Padubidri,Summer,Vegetables,Radish
Udupi,Hejamadi,Summer,Vegetables,Radish
Udupi,Bada,Summer,Vegetables,Radish
Udupi,Tenka Hanjady,Summer,Vegetables,Radish
Udupi,Shiriyara,Summer,Vegetables,Radish
Udupi,Kidiyur,Summer,Vegetables,Radish
Udupi,Kallianpur,Summer,Vegetables,Radish
Udupi,Herga,Summer,Vegetables,Radish
Udupi,Udupi,Summer,Vegetables,Lady’s Finger
Udupi,Manipal,Summer,Vegetables,Lady’s Finger
Udupi,Korangrapady,Summer,Vegetables,Lady’s Finger
Udupi,Tonse East,Summer,Vegetables,Lady’s Finger
Udupi,Tenkanidyoor,Summer,Vegetables,Lady’s Finger
Udupi,Varamballi,Summer,Vegetables,Lady’s Finger
Udupi,Saligrama,Summer,Vegetables,Lady’s Finger
Udupi,Moodubelle,Summer,Vegetables,Lady’s Finger
Udupi,Shirva,Summer,Vegetables,Lady’s Finger
Udupi,Cherkady,Summer,Vegetables,Lady’s Finger
Udupi,Perdoor,Summer,Vegetables,Lady’s Finger
Udupi,Hiriyadka,Summer,Vegetables,Lady’s Finger
Udupi,Hanjady,Summer,Vegetables,Lady’s Finger
Udupi,Badagabettu,Summer,Vegetables,Lady’s Finger
Udupi,Alevor,Summer,Vegetables,Lady’s Finger
Udupi,Mooduthonse,Summer,Vegetables,Lady’s Finger
Udupi,Udyavara,Summer,Vegetables,Lady’s Finger
Udupi,Yenagudde,Summer,Vegetables,Lady’s Finger
Udupi,Puttur,Summer,Vegetables,Lady’s Finger
Udupi,Kudi,Summer,Vegetables,Lady’s Finger
Udupi,Kurkalu,Summer,Vegetables,Lady’s Finger
Udupi,Yerlapady,Summer,Vegetables,Lady’s Finger
Udupi,Ninjoor,Summer,Vegetables,Lady’s Finger
Udupi,Mallar,Summer,Vegetables,Lady’s Finger
Udupi,Padubidri,Summer,Vegetables,Lady’s Finger
Udupi,Hejamadi,Summer,Vegetables,Lady’s Finger
Udupi,Bada,Summer,Vegetables,Lady’s Finger
Udupi,Tenka Hanjady,Summer,Vegetables,Lady’s Finger
Udupi,Shiriyara,Summer,Vegetables,Lady’s Finger
Udupi,Kidiyur,Summer,Vegetables,Lady’s Finger
Udupi,Kallianpur,Summer,Vegetables,Lady’s Finger
Udupi,Herga,Summer,Vegetables,Lady’s Finger
Kundapur,Shiroor,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Yedthare,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Paduvari,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Uppunda,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Navunda,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Maravanthe,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Nada,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Vandse,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Bijoor,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Beejadi,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Koteshwar,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Basrur,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Gangolli,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Gujjadi,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Gulvadi,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Hermadi,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Kodi,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Kumbashi,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Thekkatte,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Jadkal,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Yelith,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Golihole,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Kollur,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Keradi,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Vandaru,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Halady,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Ampar,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Shankaranarayana,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Ajri,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Hallihole,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Hosangadi,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Siddapur,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Amasbailu,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Thombattu,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Shiroor,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Yedthare,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Paduvari,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Uppunda,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Navunda,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Maravanthe,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Nada,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Vandse,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Bijoor,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Beejadi,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Koteshwar,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Basrur,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Gangolli,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Gujjadi,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Gulvadi,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Hermadi,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Kodi,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Kumbashi,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Thekkatte,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Jadkal,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Yelith,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Golihole,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Kollur,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Keradi,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Vandaru,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Halady,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Ampar,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Shankaranarayana,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Ajri,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Hallihole,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Hosangadi,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Siddapur,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Amasbailu,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Thombattu,Kharif,Paddy,MO-4 (Bhadra)
Kundapur,Shiroor,Kharif,Paddy,Mahaveer
Kundapur,Yedthare,Kharif,Paddy,Mahaveer
Kundapur,Paduvari,Kharif,Paddy,Mahaveer
Kundapur,Uppunda,Kharif,Paddy,Mahaveer
Kundapur,Navunda,Kharif,Paddy,Mahaveer
Kundapur,Maravanthe,Kharif,Paddy,Mahaveer
Kundapur,Nada,Kharif,Paddy,Mahaveer
Kundapur,Vandse,Kharif,Paddy,Mahaveer
Kundapur,Bijoor,Kharif,Paddy,Mahaveer
Kundapur,Beejadi,Kharif,Paddy,Mahaveer
Kundapur,Koteshwar,Kharif,Paddy,Mahaveer
Kundapur,Basrur,Kharif,Paddy,Mahaveer
Kundapur,Gangolli,Kharif,Paddy,Mahaveer
Kundapur,Gujjadi,Kharif,Paddy,Mahaveer
Kundapur,Gulvadi,Kharif,Paddy,Mahaveer
Kundapur,Hermadi,Kharif,Paddy,Mahaveer
Kundapur,Kodi,Kharif,Paddy,Mahaveer
Kundapur,Kumbashi,Kharif,Paddy,Mahaveer
Kundapur,Thekkatte,Kharif,Paddy,Mahaveer
Kundapur,Jadkal,Kharif,Paddy,Mahaveer
Kundapur,Yelith,Kharif,Paddy,Mahaveer
Kundapur,Golihole,Kharif,Paddy,Mahaveer
Kundapur,Kollur,Kharif,Paddy,Mahaveer
Kundapur,Keradi,Kharif,Paddy,Mahaveer
Kundapur,Vandaru,Kharif,Paddy,Mahaveer
Kundapur,Halady,Kharif,Paddy,Mahaveer
Kundapur,Ampar,Kharif,Paddy,Mahaveer
Kundapur,Shankaranarayana,Kharif,Paddy,Mahaveer
Kundapur,Ajri,Kharif,Paddy,Mahaveer
Kundapur,Hallihole,Kharif,Paddy,Mahaveer
